z,A,a_eff,shear_integral,horizon_approach
769.7698,0.8054889168,0.8054889168,0.0003017057,False
770.7708,0.8053962733,0.8053962733,0.000298759,False
771.7718,0.8053037469,0.8053037469,0.000295841,False
772.7728,0.8052113372,0.8052113372,0.0002929514,False
773.7738,0.8051190441,0.8051190441,0.00029009,False
774.7748,0.8050268672,0.8050268672,0.0002872564,False
775.7758,0.8049348063,0.8049348063,0.0002844504,False
776.7768,0.804842861,0.804842861,0.0002816718,False
777.7778,0.8047510311,0.8047510311,0.0002789202,False
778.7788,0.8046593164,0.8046593164,0.0002761954,False
779.7798,0.8045677165,0.8045677165,0.0002734971,False
780.7808,0.8044762311,0.8044762311,0.0002708252,False
781.7818,0.8043848601,0.8043848601,0.0002681792,False
782.7828,0.8042936031,0.8042936031,0.0002655591,False
783.7838,0.8042024598,0.8042024598,0.0002629644,False
784.7848,0.80411143,0.80411143,0.0002603951,False
785.7858,0.8040205135,0.8040205135,0.0002578508,False
786.7868,0.8039297099,0.8039297099,0.0002553312,False
787.7878,0.8038390189,0.8038390189,0.0002528362,False
788.7888,0.8037484404,0.8037484404,0.0002503656,False
789.7898,0.803657974,0.803657974,0.000247919,False
790.7908,0.8035676195,0.8035676195,0.0002454962,False
791.7918,0.8034773766,0.8034773766,0.000243097,False
792.7928,0.8033872451,0.8033872451,0.0002407213,False
793.7938,0.8032972247,0.8032972247,0.0002383687,False
794.7948,0.8032073151,0.8032073151,0.000236039,False
795.7958,0.8031175161,0.8031175161,0.000233732,False
796.7968,0.8030278274,0.8030278274,0.0002314475,False
797.7978,0.8029382487,0.8029382487,0.0002291852,False
798.7988,0.8028487798,0.8028487798,0.0002269451,False
799.7998,0.8027594205,0.8027594205,0.0002247267,False
800.8008,0.8026701705,0.8026701705,0.00022253,False
801.8018,0.8025810294,0.8025810294,0.0002203547,False
802.8028,0.8024919972,0.8024919972,0.0002182006,False
803.8038,0.8024030735,0.8024030735,0.0002160675,False
804.8048,0.802314258,0.802314258,0.0002139552,False
805.8058,0.8022255506,0.8022255506,0.0002118635,False
806.8068,0.802136951,0.802136951,0.0002097921,False
807.8078,0.8020484588,0.8020484588,0.000207741,False
808.8088,0.8019600739,0.8019600739,0.0002057099,False
809.8098,0.8018717961,0.8018717961,0.0002036986,False
810.8108,0.801783625,0.801783625,0.0002017069,False
811.8118,0.8016955605,0.8016955605,0.0001997346,False
812.8128,0.8016076022,0.8016076022,0.0001977815,False
813.8138,0.80151975,0.80151975,0.0001958475,False
814.8148,0.8014320035,0.8014320035,0.0001939324,False
815.8158,0.8013443626,0.8013443626,0.0001920359,False
816.8168,0.8012568271,0.8012568271,0.000190158,False
817.8178,0.8011693965,0.8011693965,0.0001882983,False
818.8188,0.8010820709,0.8010820709,0.0001864568,False
819.8198,0.8009948498,0.8009948498,0.0001846333,False
820.8208,0.800907733,0.800907733,0.0001828275,False
821.8218,0.8008207204,0.8008207204,0.0001810394,False
822.8228,0.8007338116,0.8007338116,0.0001792686,False
823.8238,0.8006470065,0.8006470065,0.0001775152,False
824.8248,0.8005603048,0.8005603048,0.0001757789,False
825.8258,0.8004737062,0.8004737062,0.0001740595,False
826.8268,0.8003872106,0.8003872106,0.0001723569,False
827.8278,0.8003008177,0.8003008177,0.0001706709,False
828.8288,0.8002145272,0.8002145272,0.0001690014,False
829.8298,0.800128339,0.800128339,0.0001673481,False
830.8308,0.8000422527,0.8000422527,0.000165711,False
831.8318,0.7999562683,0.7999562683,0.0001640898,False
832.8328,0.7998703854,0.7998703854,0.0001624845,False
833.8338,0.7997846038,0.7997846038,0.0001608948,False
834.8348,0.7996989233,0.7996989233,0.0001593207,False
835.8358,0.7996133436,0.7996133436,0.0001577619,False
836.8368,0.7995278646,0.7995278646,0.0001562183,False
837.8378,0.799442486,0.799442486,0.0001546898,False
838.8388,0.7993572076,0.7993572076,0.0001531762,False
839.8398,0.7992720291,0.7992720291,0.0001516774,False
840.8408,0.7991869504,0.7991869504,0.0001501932,False
841.8418,0.7991019712,0.7991019712,0.0001487235,False
842.8428,0.7990170913,0.7990170913,0.0001472682,False
843.8438,0.7989323104,0.7989323104,0.000145827,False
844.8448,0.7988476284,0.7988476284,0.0001443999,False
845.8458,0.798763045,0.798763045,0.0001429868,False
846.8468,0.7986785601,0.7986785601,0.0001415874,False
847.8478,0.7985941733,0.7985941733,0.0001402017,False
848.8488,0.7985098845,0.7985098845,0.0001388296,False
849.8498,0.7984256934,0.7984256934,0.0001374708,False
850.8509,0.7983415999,0.7983415999,0.0001361253,False
851.8519,0.7982576038,0.7982576038,0.000134793,False
852.8529,0.7981737047,0.7981737047,0.0001334736,False
853.8539,0.7980899025,0.7980899025,0.0001321671,False
854.8549,0.798006197,0.798006197,0.0001308734,False
855.8559,0.797922588,0.797922588,0.0001295923,False
856.8569,0.7978390753,0.7978390753,0.0001283238,False
857.8579,0.7977556585,0.7977556585,0.0001270676,False
858.8589,0.7976723377,0.7976723377,0.0001258237,False
859.8599,0.7975891124,0.7975891124,0.0001245919,False
860.8609,0.7975059826,0.7975059826,0.0001233722,False
861.8619,0.797422948,0.797422948,0.0001221644,False
862.8629,0.7973400083,0.7973400083,0.0001209683,False
863.8639,0.7972571635,0.7972571635,0.000119784,False
864.8649,0.7971744133,0.7971744133,0.0001186112,False
865.8659,0.7970917574,0.7970917574,0.0001174499,False
866.8669,0.7970091957,0.7970091957,0.0001162999,False
867.8679,0.796926728,0.796926728,0.0001151612,False
868.8689,0.796844354,0.796844354,0.0001140336,False
869.8699,0.7967620737,0.7967620737,0.000112917,False
870.8709,0.7966798866,0.7966798866,0.0001118113,False
871.8719,0.7965977928,0.7965977928,0.0001107164,False
872.8729,0.7965157918,0.7965157918,0.0001096322,False
873.8739,0.7964338837,0.7964338837,0.0001085586,False
874.8749,0.7963520681,0.7963520681,0.0001074955,False
875.8759,0.7962703448,0.7962703448,0.0001064428,False
876.8769,0.7961887138,0.7961887138,0.0001054003,False
877.8779,0.7961071746,0.7961071746,0.0001043681,False
878.8789,0.7960257273,0.7960257273,0.0001033459,False
879.8799,0.7959443715,0.7959443715,0.0001023338,False
880.8809,0.795863107,0.795863107,0.0001013315,False
881.8819,0.7957819338,0.7957819338,0.000100339,False
882.8829,0.7957008515,0.7957008515,9.93562e-05,False
883.8839,0.79561986,0.79561986,9.8383e-05,False
884.8849,0.7955389591,0.7955389591,9.74193e-05,False
885.8859,0.7954581486,0.7954581486,9.64651e-05,False
886.8869,0.7953774283,0.7953774283,9.55202e-05,False
887.8879,0.795296798,0.795296798,9.45845e-05,False
888.8889,0.7952162576,0.7952162576,9.36579e-05,False
889.8899,0.7951358067,0.7951358067,9.27404e-05,False
890.8909,0.7950554453,0.7950554453,9.18319e-05,False
891.8919,0.7949751732,0.7949751732,9.09323e-05,False
892.8929,0.7948949901,0.7948949901,9.00414e-05,False
893.8939,0.7948148959,0.7948148959,8.91593e-05,False
894.8949,0.7947348903,0.7947348903,8.82858e-05,False
895.8959,0.7946549733,0.7946549733,8.74208e-05,False
896.8969,0.7945751446,0.7945751446,8.65643e-05,False
897.8979,0.794495404,0.794495404,8.57161e-05,False
898.8989,0.7944157513,0.7944157513,8.48763e-05,False
899.8999,0.7943361864,0.7943361864,8.40446e-05,False
900.9009,0.7942567091,0.7942567091,8.32211e-05,False
901.9019,0.7941773191,0.7941773191,8.24057e-05,False
902.9029,0.7940980164,0.7940980164,8.15982e-05,False
903.9039,0.7940188006,0.7940188006,8.07986e-05,False
904.9049,0.7939396717,0.7939396717,8.00068e-05,False
905.9059,0.7938606295,0.7938606295,7.92228e-05,False
906.9069,0.7937816737,0.7937816737,7.84464e-05,False
907.9079,0.7937028043,0.7937028043,7.76777e-05,False
908.9089,0.7936240209,0.7936240209,7.69164e-05,False
909.9099,0.7935453235,0.7935453235,7.61626e-05,False
910.9109,0.7934667118,0.7934667118,7.54162e-05,False
911.9119,0.7933881858,0.7933881858,7.46771e-05,False
912.9129,0.7933097451,0.7933097451,7.39452e-05,False
913.9139,0.7932313896,0.7932313896,7.32204e-05,False
914.9149,0.7931531192,0.7931531192,7.25028e-05,False
915.9159,0.7930749337,0.7930749337,7.17921e-05,False
916.9169,0.7929968328,0.7929968328,7.10884e-05,False
917.9179,0.7929188165,0.7929188165,7.03916e-05,False
918.9189,0.7928408845,0.7928408845,6.97016e-05,False
919.9199,0.7927630367,0.7927630367,6.90184e-05,False
920.9209,0.7926852729,0.7926852729,6.83419e-05,False
921.9219,0.792607593,0.792607593,6.76719e-05,False
922.9229,0.7925299966,0.7925299966,6.70085e-05,False
923.9239,0.7924524838,0.7924524838,6.63517e-05,False
924.9249,0.7923750543,0.7923750543,6.57012e-05,False
925.9259,0.7922977079,0.7922977079,6.50571e-05,False
926.9269,0.7922204445,0.7922204445,6.44193e-05,False
927.9279,0.7921432638,0.7921432638,6.37877e-05,False
928.9289,0.7920661658,0.7920661658,6.31624e-05,False
929.9299,0.7919891503,0.7919891503,6.25431e-05,False
930.9309,0.7919122171,0.7919122171,6.19299e-05,False
931.9319,0.791835366,0.791835366,6.13227e-05,False
932.9329,0.7917585968,0.7917585968,6.07214e-05,False
933.9339,0.7916819094,0.7916819094,6.01261e-05,False
934.9349,0.7916053037,0.7916053037,5.95365e-05,False
935.9359,0.7915287794,0.7915287794,5.89527e-05,False
936.9369,0.7914523365,0.7914523365,5.83747e-05,False
937.9379,0.7913759746,0.7913759746,5.78023e-05,False
938.9389,0.7912996937,0.7912996937,5.72355e-05,False
939.9399,0.7912234936,0.7912234936,5.66742e-05,False
940.9409,0.7911473742,0.7911473742,5.61184e-05,False
941.9419,0.7910713352,0.7910713352,5.55681e-05,False
942.9429,0.7909953766,0.7909953766,5.50232e-05,False
943.9439,0.7909194981,0.7909194981,5.44836e-05,False
944.9449,0.7908436996,0.7908436996,5.39492e-05,False
945.9459,0.7907679809,0.7907679809,5.34201e-05,False
946.9469,0.7906923419,0.7906923419,5.28962e-05,False
947.9479,0.7906167824,0.7906167824,5.23774e-05,False
948.9489,0.7905413022,0.7905413022,5.18637e-05,False
949.9499,0.7904659013,0.7904659013,5.13551e-05,False
950.951,0.7903905793,0.7903905793,5.08514e-05,False
951.952,0.7903153363,0.7903153363,5.03526e-05,False
952.953,0.7902401719,0.7902401719,4.98587e-05,False
953.954,0.7901650862,0.7901650862,4.93696e-05,False
954.955,0.7900900788,0.7900900788,4.88854e-05,False
955.956,0.7900151497,0.7900151497,4.84059e-05,False
956.957,0.7899402986,0.7899402986,4.7931e-05,False
957.958,0.7898655255,0.7898655255,4.74609e-05,False
958.959,0.7897908302,0.7897908302,4.69953e-05,False
959.96,0.7897162125,0.7897162125,4.65343e-05,False
960.961,0.7896416723,0.7896416723,4.60778e-05,False
961.962,0.7895672094,0.7895672094,4.56257e-05,False
962.963,0.7894928237,0.7894928237,4.51781e-05,False
963.964,0.789418515,0.789418515,4.47349e-05,False
964.965,0.7893442832,0.7893442832,4.4296e-05,False
965.966,0.789270128,0.789270128,4.38614e-05,False
966.967,0.7891960495,0.7891960495,4.34311e-05,False
967.968,0.7891220473,0.7891220473,4.3005e-05,False
968.969,0.7890481214,0.7890481214,4.25831e-05,False
969.97,0.7889742716,0.7889742716,4.21653e-05,False
970.971,0.7889004977,0.7889004977,4.17515e-05,False
971.972,0.7888267997,0.7888267997,4.13419e-05,False
972.973,0.7887531773,0.7887531773,4.09362e-05,False
973.974,0.7886796305,0.7886796305,4.05346e-05,False
974.975,0.788606159,0.788606159,4.01368e-05,False
975.976,0.7885327627,0.7885327627,3.9743e-05,False
976.977,0.7884594415,0.7884594415,3.9353e-05,False
977.978,0.7883861953,0.7883861953,3.89668e-05,False
978.979,0.7883130238,0.7883130238,3.85844e-05,False
979.98,0.7882399269,0.7882399269,3.82058e-05,False
980.981,0.7881669045,0.7881669045,3.78308e-05,False
981.982,0.7880939565,0.7880939565,3.74596e-05,False
982.983,0.7880210827,0.7880210827,3.7092e-05,False
983.984,0.7879482829,0.7879482829,3.67279e-05,False
984.985,0.7878755571,0.7878755571,3.63675e-05,False
985.986,0.787802905,0.787802905,3.60106e-05,False
986.987,0.7877303265,0.7877303265,3.56571e-05,False
987.988,0.7876578215,0.7876578215,3.53072e-05,False
988.989,0.7875853899,0.7875853899,3.49606e-05,False
989.99,0.7875130314,0.7875130314,3.46175e-05,False
990.991,0.7874407461,0.7874407461,3.42777e-05,False
991.992,0.7873685336,0.7873685336,3.39413e-05,False
992.993,0.7872963939,0.7872963939,3.36081e-05,False
993.994,0.7872243269,0.7872243269,3.32782e-05,False
994.995,0.7871523323,0.7871523323,3.29516e-05,False
995.996,0.7870804101,0.7870804101,3.26281e-05,False
996.997,0.7870085602,0.7870085602,3.23078e-05,False
997.998,0.7869367823,0.7869367823,3.19907e-05,False
998.999,0.7868650763,0.7868650763,3.16767e-05,False
1000.0,0.7867934422,0.7867934422,3.13657e-05,False
