z,s_standard,s_tep,s_comoving_std,s_comoving_tep
216.2162,29721774214630.91,30766228046580.39,,
217.2172,30134572687575.844,31196490494188.38,,
218.2182,30551175745465.633,31630763841058.8,,
219.2192,30971600840604.902,32069066957356.39,,
220.2202,31395865425298.184,32511418715795.234,,
221.2212,31823986951850.08,32957837991628.043,,
222.2222,32255982872565.16,33408343662635.22,,
223.2232,32691870639748.004,33862954609114.164,,
224.2242,33131667705703.17,34321689713868.664,,
225.2252,33575391522735.24,34784567862198.34,,
226.2262,34023059543148.773,35251607941888.17,,
227.2272,34474689219248.38,35722828843198.23,,
228.2282,34930298003338.617,36198249458853.24,,
229.2292,35389903347724.055,36677888684032.48,,
230.2302,35853522704709.25,37161765416359.62,,
231.2312,36321173526598.8,37649898555892.81,,
232.2322,36792873265697.28,38142307005114.59,,
233.2332,37268639374309.25,38639009668922.05,,
234.2342,37748489304739.32,39140025454617.13,,
235.2352,38232440509291.98,39645373271896.76,,
236.2362,38720510440271.92,40155072032843.47,,
237.2372,39212716549983.625,40669140651915.516,,
238.2382,39709076290731.71,41187598045937.67,,
239.2392,40209607114820.73,41710463134091.695,,
240.2402,40714326474555.266,42237754837907.03,,
241.2412,41223251822239.91,42769492081251.57,,
242.2422,41736400610179.22,43305693790322.42,,
243.2432,42253790290677.766,43846378893636.836,,
244.2442,42775438316040.125,44391566322023.18,,
245.2452,43301362138570.86,44941275008611.9,,
246.2462,43831579210574.586,45495523888826.77,,
247.2472,44366106984355.83,46054331900375.86,,
248.2482,44904962912219.21,46617717983242.91,,
249.2492,45448164446469.22,47185701079678.51,,
250.2503,45995729039410.555,47758300134191.766,,
251.2513,46547674143347.695,48335534093541.25,,
252.2523,47104017210585.26,48917421906726.97,,
253.2533,47664775693427.78,49503982524981.61,,
254.2543,48229967044179.87,50095234901762.34,,
255.2553,48799608715146.125,50691197992742.49,,
256.2563,49373718158631.04,51291890755803.09,,
257.2573,49952312826939.26,51897332151025.016,,
258.2583,50535410172375.34,52507541140680.625,,
259.2593,51123027647243.836,53122536689225.69,,
260.2603,51715182703849.336,53742337763291.586,,
261.2613,52311892794496.4,54366963331677.09,,
262.2623,52913175371489.664,54996432365340.78,,
263.2633,53519047887133.61,55630763837392.76,,
264.2643,54129527793732.86,56269976723087.38,,
265.2653,54744632543591.98,56914089999815.22,,
266.2663,55364379589015.59,57563122647095.516,,
267.2673,55988786382308.18,58217093646568.4,,
268.2683,56617870375774.375,58876021981987.65,,
269.2693,57251649021718.734,59539926639212.84,,
270.2703,57890139772445.89,60208826606202.26,,
271.2713,58533360080260.31,60882740873005.016,,
272.2723,59181327397466.64,61561688431754.234,,
273.2733,59834059176369.44,62245688276659.41,,
274.2743,60491572869273.31,62934759403999.336,,
275.2753,61153885928482.766,63628920812114.73,,
276.2763,61821015806302.414,64328191501401.29,,
277.2773,62492979955036.82,65032590474302.49,,
278.2783,63169795826990.62,65742136735302.64,,
279.2793,63851480874468.28,66456849290919.69,,
280.2803,64538052549774.44,67176747149698.45,,
281.2813,65229528305213.66,67901849322203.73,,
282.2823,65925925593090.55,68632174821013.336,,
283.2833,66627261865709.61,69367742660711.29,,
284.2843,67333554575375.45,70108571857881.13,,
285.2853,68044821174392.67,70854681431099.31,,
286.2863,68761079115065.86,71606090400928.28,,
287.2873,69482345849699.516,72362817789909.89,,
288.2883,70208638830598.25,73124882622559.08,,
289.2893,70939975510066.67,73892303925357.06,,
290.2903,71676373340409.31,74665100726744.92,,
291.2913,72417849773930.72,75443292057117.19,,
292.2923,73164422262935.55,76226896948815.45,,
293.2933,73916108259728.34,77015934436121.89,,
294.2943,74672925216613.64,77810423555253.02,,
295.2953,75434890585896.03,78610383344353.36,,
296.2963,76202021819880.1,79415832843489.34,,
297.2973,76974336370870.47,80226791094642.97,,
298.2983,77751851691171.61,81043277141705.52,,
299.2993,78534585233088.17,81865310030471.8,,
300.3003,79322554448924.69,82692908808633.73,,
301.3013,80115776790985.8,83526092525774.5,,
302.3023,80914269711575.98,84364880233362.31,,
303.3033,81718050662999.86,85209290984744.78,,
304.3043,82527137097562.03,86059343835142.73,,
305.3053,83341546467567.08,86915057841644.42,,
306.3063,84161296225319.5,87776452063199.48,,
307.3073,84986403823123.92,88643545560613.47,,
308.3083,85816886713284.9,89516357396541.8,,
309.3093,86652762348107.08,90394906635484.1,,
310.3103,87494048179894.92,91279212343778.4,,
311.3113,88340761660953.05,92169293589595.66,,
312.3123,89192920243586.05,93065169442933.98,,
313.3133,90050541380098.53,93966858975613.03,,
314.3143,90913642522794.98,94874381261268.4,,
315.3153,91782241123980.02,95787755375346.23,,
316.3163,92656354635958.23,96707000395097.62,,
317.3173,93536000511034.2,97632135399573.12,,
318.3183,94421196201512.47,98563179469617.4,,
319.3193,95311959159697.6,99500151687863.7,,
320.3203,96208306837894.19,100443071138728.61,,
321.3213,97110256688406.84,101391956908406.72,,
322.3223,98017826163540.08,102346828084865.16,,
323.3233,98931032715598.48,103307703757838.44,,
324.3243,99849893796886.72,104274603018823.33,,
325.3253,100774426859709.2,105247544961073.34,,
326.3263,101704649356370.61,106226548679593.88,,
327.3273,102640578739175.5,107211633271136.81,,
328.3283,103582232460428.48,108202817834195.73,,
329.3293,104529627972434.05,109200121469000.19,,
330.3303,105482782727496.81,110203563277511.48,,
331.3313,106441714177921.34,111213162363416.97,,
332.3323,107406439776012.3,112228937832125.44,,
333.3333,108376976974074.11,113250908790761.86,,
334.3343,109353343224411.44,114279094348162.69,,
335.3353,110335555979328.81,115313513614870.89,,
336.3363,111323632691130.9,116354185703130.98,,
337.3373,112317590812122.16,117401129726884.12,,
338.3383,113317447794607.22,118454364801763.52,,
339.3393,114323221090890.62,119513910045089.33,,
340.3403,115334928153277.05,120579784575864.28,,
341.3413,116352586434070.94,121652007514768.39,,
342.3423,117376213385576.92,122730597984154.72,,
343.3433,118405826460099.53,123815575108044.48,,
344.3443,119441443109943.48,124906958012122.42,,
345.3453,120483080787413.2,126004765823732.03,,
346.3463,121530756944813.27,127109017671871.05,,
347.3473,122584489034448.34,128219732687187.05,,
348.3483,123644294508622.98,129336930001972.64,,
349.3493,124710190819641.69,130460628750160.78,,
350.3504,125782195419809.1,131590848067320.75,,
351.3514,126860325761429.73,132727607090653.27,,
352.3524,127944599296808.28,133870924958986.23,,
353.3534,129035033478249.19,135020820812769.97,,
354.3544,130131645758057.05,136177313794073.31,,
355.3554,131234453588536.55,137340423046578.97,,
356.3564,132343474421992.14,138510167715578.81,,
357.3574,133458725710728.4,139686566947970.17,,
358.3584,134580224907049.97,140869639892251.1,,
359.3594,135707989463261.45,142059405698516.28,,
360.3604,136842036831667.28,143255883518452.38,,
361.3614,137982384464572.12,144459092505334.4,,
362.3624,139129049814280.56,145669051814021.0,,
363.3634,140282050333097.2,146885780600950.53,,
364.3644,141441403473326.5,148109298024136.38,,
365.3654,142607126687273.12,149339623243163.7,,
366.3664,143779237427241.56,150576775419184.3,,
367.3674,144957753145536.6,151820773714913.44,,
368.3684,146142691294462.56,153071637294624.8,,
369.3694,147334069326324.06,154329385324147.16,,
370.3704,148531904693425.8,155594036970860.06,,
371.3714,149736214848072.34,156865611403689.84,,
372.3724,150947017242568.12,158144127793105.47,,
373.3734,152164329329217.8,159429605311114.66,,
374.3744,153388168560325.97,160722063131260.0,,
375.3754,154618552388197.3,162021520428615.16,,
376.3764,155855498265136.06,163327996379779.94,,
377.3774,157099023643447.0,164641510162878.03,,
378.3784,158349145975434.8,165962080957551.94,,
379.3794,159605882713404.0,167289727944959.4,,
380.3804,160869251309659.06,168624470307769.5,,
381.3814,162139269216504.56,169966327230159.0,,
382.3824,163415953886245.12,171315317897808.5,,
383.3834,164699322771185.4,172671461497898.62,,
384.3844,165989393323629.94,174034777219106.16,,
385.3854,167286182995883.06,175405284251600.2,,
386.3864,168589709240249.72,176783001787039.16,,
387.3874,169899989509034.16,178167949018565.78,,
388.3884,171217041254541.25,179560145140804.9,,
389.3894,172540881929075.34,180959609349858.34,,
390.3904,173871528984941.12,182366360843302.56,,
391.3914,175208999874443.16,183780418820184.03,,
392.3924,176553312049885.94,185201802481015.97,,
393.3934,177904482963574.22,186630531027775.2,,
394.3944,179262530067812.4,188066623663897.56,,
395.3954,180627470814905.0,189510099594275.28,,
396.3964,181999322657156.7,190960978025252.97,,
397.3974,183378103046872.2,192419278164624.4,,
398.3984,184763829436355.97,193885019221628.53,,
399.3994,186156519277912.5,195358220406946.16,,
400.4004,187556190023846.38,196838900932696.7,,
401.4014,188962859126462.28,198327080012434.7,,
402.4024,190376544038064.78,199822776861146.2,,
403.4034,191797262210958.47,201326010695245.16,,
404.4044,193225031097447.62,202836800732570.28,,
405.4054,194659868149837.1,204355166192381.8,,
406.4064,196101790820431.5,205881126295358.03,,
407.4074,197550816561535.38,207414700263591.5,,
408.4084,199006962825453.16,208955907320585.84,,
409.4094,200470247064489.53,210504766691253.12,,
410.4104,201940686730949.12,212061297601909.7,,
411.4114,203418299277136.3,213625519280272.94,,
412.4124,204903102155355.94,215197450955458.94,,
413.4134,206395112817912.2,216777111857977.56,,
414.4144,207894348717110.12,218364521219731.22,,
415.4154,209400827305253.8,219959698274009.56,,
416.4164,210914566034648.34,221562662255488.25,,
417.4174,212435582357598.0,223173432400223.88,,
418.4184,213963893726407.3,224792027945651.97,,
419.4194,215499517593380.94,226418468130583.8,,
420.4204,217042471410823.44,228052772195202.47,,
421.4214,218592772631039.5,229694959381060.62,,
422.4224,220150438706333.6,231345048931076.7,,
423.4234,221715487089010.1,233003060089531.56,,
424.4244,223287935231373.8,234669012102066.88,,
425.4254,224867800585729.62,236342924215680.53,,
426.4264,226455100604381.4,238024815678723.28,,
427.4274,228049852739634.22,239714705740897.66,,
428.4284,229652074443792.44,241412613653252.78,,
429.4294,231261783169160.84,243118558668183.0,,
430.4304,232878996368043.78,244832560039423.28,,
431.4314,234503731492746.03,246554637022047.8,,
432.4324,236136005995571.88,248284808872465.44,,
433.4334,237775837328826.22,250023094848418.38,,
434.4344,239423242944813.3,251769514208977.53,,
435.4354,241078240295838.1,253524086214540.9,,
436.4364,242740846834204.88,255286830126829.9,,
437.4374,244411080012218.28,257057765208886.44,,
438.4384,246088957282183.03,258836910725070.75,,
439.4394,247774496096403.47,260624285941057.16,,
440.4404,249467713907184.34,262419910123832.66,,
441.4414,251168628166830.22,264223802541693.2,,
442.4424,252877256327645.38,266035982464240.3,,
443.4434,254593615841934.62,267856469162379.94,,
444.4444,256317724162002.75,269685281908318.28,,
445.4454,258049598740154.16,271522439975558.88,,
446.4464,259789257028693.25,273367962638900.4,,
447.4474,261536716479924.7,275221869174433.7,,
448.4484,263291994546153.25,277084178859539.16,,
449.4494,265055108679683.22,278954910972883.25,,
450.4505,266826076332819.4,280834084794416.62,,
451.4515,268604914957866.06,282721719605370.75,,
452.4525,270391642007128.22,284617834688255.94,,
453.4535,272186274932910.03,286522449326857.2,,
454.4545,273988831187516.4,288435582806233.25,,
455.4555,275799328223251.66,290357254412712.25,,
456.4565,277617783492420.47,292287483433890.44,,
457.4575,279444214447327.56,294226289158628.5,,
458.4585,281278638540277.22,296173690877049.4,,
459.4595,283121073223574.3,298129707880535.5,,
460.4605,284971535949523.1,300094359461725.75,,
461.4615,286830044170428.3,302067664914513.6,,
462.4625,288696615338594.4,304049643534043.9,,
463.4635,290571266906326.4,306040314616710.94,,
464.4645,292454016325928.44,308039697460154.44,,
465.4655,294344881049705.1,310047811363258.4,,
466.4665,296243878529961.1,312064675626148.0,,
467.4675,298151026219001.0,314090309550186.8,,
468.4685,300066341569129.44,316124732437974.94,,
469.4695,301989842032650.9,318167963593345.2,,
470.4705,303921545061869.75,320220022321361.75,,
471.4715,305861468109090.75,322280927928317.44,,
472.4725,307809628626618.7,324350699721730.8,,
473.4735,309766044066758.0,326429357010343.8,,
474.4745,311730731881813.06,328516919104118.94,,
475.4755,313703709524088.6,330613405314237.6,,
476.4765,315684994445889.3,332718834953097.3,,
477.4775,317674604099519.56,334833227334308.3,,
478.4785,319672555937284.06,336956601772692.6,,
479.4795,321678867411487.1,339088977584280.2,,
480.4805,323693555974433.8,341230374086307.8,,
481.4815,325716639078428.06,343380810597215.2,,
482.4825,327748134175775.06,345540306436644.44,,
483.4835,329788058718779.2,347708880925435.56,,
484.4845,331836430159744.7,349886553385625.25,,
485.4855,333893265950976.6,352073343140444.75,,
486.4865,335958583544779.2,354269269514316.75,,
487.4875,338032400393457.3,356474351832853.4,,
488.4885,340114733949315.4,358688609422853.8,,
489.4895,342205601664657.6,360912061612301.44,,
490.4905,344305020991789.0,363144727730362.6,,
491.4915,346413009383014.56,365386627107384.1,,
492.4925,348529584290637.8,367637779074888.75,,
493.4935,350654763166964.0,369898202965576.1,,
494.4945,352788563464297.6,372167918113318.75,,
495.4955,354931002634943.25,374446943853159.3,,
496.4965,357082098131205.3,376735299521309.44,,
497.4975,359241867405388.6,379033004455146.94,,
498.4985,361410327909797.4,381340077993213.4,,
499.4995,363587497096736.56,383656539475212.25,,
500.5005,365773392418510.3,385982408242006.1,,
501.5015,367968031327423.75,388317703635615.75,,
502.5025,370171431275781.1,390662444999215.6,,
503.5035,372383609715886.9,393016651677133.56,,
504.5045,374604584100046.0,395380343014848.25,,
505.5055,376834371880562.7,397753538358986.0,,
506.5065,379072990509741.8,400136257057320.06,,
507.5075,381320457439887.7,402528518458766.75,,
508.5085,383576790123304.7,404930341913384.6,,
509.5095,385842006012297.8,407341746772372.1,,
510.5105,388116122559171.7,409762752388065.1,,
511.5115,390399157216230.75,412193378113934.44,,
512.5125,392691127435779.3,414633643304583.75,,
513.5135,394992050670122.3,417083567315748.44,,
514.5145,397301944371564.0,419543169504292.3,,
515.5155,399620825992409.3,422012469228206.4,,
516.5165,401948712984962.75,424491485846606.06,,
517.5175,404285622801528.6,426980238719728.9,,
518.5185,406631572894411.6,429478747208933.44,,
519.5195,408986580715916.3,431987030676696.3,,
520.5205,411350663718347.3,434505108486610.56,,
521.5215,413723839354009.25,437033000003383.6,,
522.5225,416106125075206.7,439570724592834.56,,
523.5235,418497538334244.0,442118301621892.8,,
524.5245,420898096583426.3,444675750458596.4,,
525.5255,423307817275057.56,447243090472087.8,,
526.5265,425726717861442.56,449820341032615.0,,
527.5275,428154815794885.8,452407521511527.0,,
528.5285,430592128527692.06,455004651281273.25,,
529.5295,433038673512165.75,457611749715400.75,,
530.5305,435494468200611.5,460228836188552.5,,
531.5315,437959530045333.8,462855930076465.3,,
532.5325,440433876498637.56,465493050755968.2,,
533.5335,442917525012827.0,468140217604979.56,,
534.5345,445410493040206.7,470797450002506.06,,
535.5355,447912798033081.25,473464767328640.4,,
536.5365,450424457443755.4,476142188964559.06,,
537.5375,452945488724533.56,478829734292520.9,,
538.5385,455475909327720.4,481527422695864.44,,
539.5395,458015736705620.5,484235273559007.0,,
540.5405,460564988310538.6,486953306267441.7,,
541.5415,463123681594778.8,489681540207735.56,,
542.5425,465691834010646.06,492419994767529.06,,
543.5435,468269463010444.7,495168689335531.94,,
544.5445,470856586046479.44,497927643301523.7,,
545.5455,473453220571054.94,500696876056349.9,,
546.5465,476059384036475.6,503476406991920.75,,
547.5475,478675093895046.44,506266255501209.94,,
548.5485,481300367599071.4,509066440978251.25,,
549.5495,483935222600855.1,511876982818138.44,,
550.5506,486579676352702.6,514697900417022.4,,
551.5516,489233746306918.06,517529213172109.25,,
552.5526,491897449915806.25,520370940481658.7,,
553.5536,494570804631671.75,523223101744982.6,,
554.5546,497253827906819.06,526085716362442.1,,
555.5556,499946537193553.06,528958803735447.06,,
556.5566,502648949944177.8,531842383266452.94,,
557.5576,505361083610998.06,534736474358959.75,,
558.5586,508082955646318.44,537641096417510.4,,
559.5596,510814583502443.56,540556268847688.75,,
560.5606,513555984631677.94,543482011056117.2,,
561.5616,516307176486326.06,546418342450455.25,,
562.5626,519068176518692.8,549365282439398.94,,
563.5636,521839002181082.75,552322850432676.56,,
564.5646,524619670925800.06,555291065841049.1,,
565.5656,527410200205149.4,558269948076307.0,,
566.5666,530210607471435.56,561259516551269.75,,
567.5676,533020910176963.0,564259790679783.2,,
568.5686,535841125774036.3,567270789876718.1,,
569.5696,538671271714960.0,570292533557967.9,,
570.5706,541511365452038.75,573325041140447.6,,
571.5716,544361424437577.44,576368332042092.5,,
572.5726,547221466123880.0,579422425681854.5,,
573.5736,550091507963251.4,582487341479702.5,,
574.5746,552971567407996.0,585563098856619.8,,
575.5756,555861661910418.56,588649717234602.2,,
576.5766,558761808922823.5,591747216036657.0,,
577.5776,561672025897515.44,594855614686800.5,,
578.5786,564592330286799.4,597974932610057.0,,
579.5796,567522739542979.2,601105189232455.9,,
580.5806,570463271118360.0,604246403981031.9,,
581.5816,573413942465245.9,607398596283821.5,,
582.5826,576374771035941.8,610561785569863.4,,
583.5836,579345774282752.0,613735991269193.8,,
584.5846,582326969657981.5,616921232812848.1,,
585.5856,585318374613934.5,620117529632857.2,,
586.5866,588320006602916.1,623324901162246.2,,
587.5876,591331883077230.2,626543366835032.8,,
588.5886,594354021489181.6,629772946086225.4,,
589.5896,597386439291075.0,633013658351822.9,,
590.5906,600429153935214.8,636265523068811.2,,
591.5916,603482182873905.8,639528559675163.0,,
592.5926,606545543559452.4,642802787609834.8,,
593.5936,609619253444159.2,646088226312766.6,,
594.5946,612703329980331.2,649384895224880.0,,
595.5956,615797790620272.1,652692813788075.0,,
596.5966,618902652816287.1,656012001445231.8,,
597.5976,622017934020680.6,659342477640205.4,,
598.5986,625143651685757.2,662684261817827.1,,
599.5996,628279823263821.6,666037373423901.1,,
600.6006,631426466207178.1,669401831905202.9,,
601.6016,634583597968131.5,672777656709479.4,,
602.6026,637751235998986.6,676164867285446.1,,
603.6036,640929397752047.2,679563483082784.2,,
604.6046,644118100679618.6,682973523552142.2,,
605.6056,647317362234005.0,686395008145131.6,,
606.6066,650527199867511.2,689827956314327.9,,
607.6076,653747631032441.5,693272387513265.5,,
608.6086,656978673181100.8,696728321196440.0,,
609.6096,660220343765793.9,700195776819304.6,,
610.6106,663472660238824.5,703674773838267.9,,
611.6116,666735640052497.6,707165331710694.2,,
612.6126,670009300659118.0,710667469894901.8,,
613.6136,673293659510990.1,714181207850160.0,,
614.6146,676588734060418.5,717706565036688.2,,
615.6156,679894541759707.8,721243560915656.1,,
616.6166,683211100061162.4,724792214949179.1,,
617.6176,686538426417087.4,728352546600320.5,,
618.6186,689876538279786.6,731924575333085.4,,
619.6196,693225453101565.2,735508320612424.2,,
620.6206,696585188334727.2,739103801904227.8,,
621.6216,699955761431577.9,742711038675327.1,,
622.6226,703337189844421.0,746330050393491.4,,
623.6236,706729491025562.0,749960856527428.0,,
624.6246,710132682427304.9,753603476546778.6,,
625.6256,713546781501954.8,757257929922120.4,,
626.6266,716971805701815.4,760924236124961.5,,
627.6276,720407772479191.8,764602414627742.9,,
628.6286,723854699286388.5,768292484903835.1,,
629.6296,727312603575710.1,771994466427536.6,,
630.6306,730781502799461.2,775708378674073.5,,
631.6316,734261414409946.5,779434241119596.9,,
632.6326,737752355859470.2,783172073241182.4,,
633.6336,741254344600337.8,786921894516828.6,,
634.6346,744767398084852.5,790683724425454.2,,
635.6356,748291533765319.6,794457582446899.2,,
636.6366,751826769094043.6,798243488061921.5,,
637.6376,755373121523329.2,802041460752196.4,,
638.6386,758930608505480.9,805851520000314.9,,
639.6396,762499247492803.1,809673685289781.8,,
640.6406,766079055937600.8,813507976105015.9,,
641.6416,769670051292178.5,817354411931347.0,,
642.6426,773272251008840.1,821213012255014.1,,
643.6436,776885672539890.8,825083796563167.0,,
644.6446,780510333337635.0,828966784343861.8,,
645.6456,784146250854377.1,832861995086060.1,,
646.6466,787793442542422.0,836769448279630.2,,
647.6476,791451925854074.2,840689163415342.2,,
648.6486,795121718241638.6,844621159984869.1,,
649.6496,798802837157418.9,848565457480783.1,,
650.6507,802495300053720.2,852522075396557.6,,
651.6517,806199124382847.1,856491033226563.4,,
652.6527,809914327597104.1,860472350466067.0,,
653.6537,813640927148795.8,864466046611231.8,,
654.6547,817378940490226.9,868472141159114.8,,
655.6557,821128385073701.6,872490653607664.4,,
656.6567,824889278351525.1,876521603455722.5,,
657.6577,828661637776001.2,880565010203018.6,,
658.6587,832445480799435.0,884620893350173.1,,
659.6597,836240824874130.8,888689272398693.0,,
660.6607,840047687452393.5,892770166850971.8,,
661.6617,843866085986527.2,896863596210287.0,,
662.6627,847696037928837.0,900969579980800.5,,
663.6637,851537560731627.1,905088137667556.0,,
664.6647,855390671847202.5,909219288776478.5,,
