z,null_t,null_r,timelike_t,timelike_r
296.2963,0.703827265976424,0.296173,0.703819171072525,-0.029618
297.2973,0.702826658871263,0.297173,0.70281853661808,-0.029718
298.2983,0.701826051564266,0.298174,0.701817901961783,-0.029818
299.2993,0.700825444054861,0.299175,0.700817267103062,-0.029918
300.3003,0.699824836342473,0.300175,0.699816632041342,-0.030018
301.3013,0.698824228426526,0.301176,0.698815996776048,-0.030118
302.3023,0.697823620306441,0.302176,0.697815361306599,-0.030218
303.3033,0.696823011981636,0.303177,0.696814725632415,-0.030319
304.3043,0.695822403451526,0.304178,0.695814089752909,-0.030419
305.3053,0.694821794715525,0.305178,0.694813453667497,-0.030519
306.3063,0.693821185773044,0.306179,0.693812817375588,-0.030619
307.3073,0.69282057662349,0.307179,0.69281218087659,-0.030719
308.3083,0.69181996726627,0.30818,0.691811544169909,-0.030819
309.3093,0.690819357700786,0.309181,0.690810907254948,-0.030919
310.3103,0.689818747926439,0.310181,0.689810270131108,-0.031019
311.3113,0.688818137942627,0.311182,0.688809632797787,-0.031119
312.3123,0.687817527748746,0.312182,0.687808995254378,-0.031219
313.3133,0.686816917344187,0.313183,0.686808357500277,-0.031319
314.3143,0.685816306728342,0.314184,0.685807719534871,-0.031419
315.3153,0.684815695900596,0.315184,0.684807081357549,-0.031519
316.3163,0.683815084860337,0.316185,0.683806442967695,-0.031619
317.3173,0.682814473606944,0.317186,0.682805804364692,-0.031719
318.3183,0.681813862139798,0.318186,0.681805165547917,-0.031819
319.3193,0.680813250458274,0.319187,0.680804526516749,-0.03192
320.3203,0.679812638561748,0.320187,0.679803887270561,-0.03202
321.3213,0.67881202644959,0.321188,0.678803247808723,-0.03212
322.3223,0.677811414121169,0.322189,0.677802608130605,-0.03222
323.3233,0.67681080157585,0.323189,0.676801968235572,-0.03232
324.3243,0.675810188812997,0.32419,0.675801328122986,-0.03242
325.3253,0.674809575831968,0.32519,0.674800687792208,-0.03252
326.3263,0.673808962632122,0.326191,0.673800047242595,-0.03262
327.3273,0.672808349212812,0.327192,0.6727994064735,-0.03272
328.3283,0.67180773557339,0.328192,0.671798765484275,-0.03282
329.3293,0.670807121713205,0.329193,0.670798124274269,-0.03292
330.3303,0.669806507631602,0.330193,0.669797482842828,-0.03302
331.3313,0.668805893327925,0.331194,0.668796841189293,-0.03312
332.3323,0.667805278801512,0.332195,0.667796199313006,-0.03322
333.3333,0.666804664051701,0.333195,0.666795557213302,-0.03332
334.3343,0.665804049077826,0.334196,0.665794914889515,-0.033421
335.3353,0.664803433879218,0.335197,0.664794272340977,-0.033521
336.3363,0.663802818455205,0.336197,0.663793629567016,-0.033621
337.3373,0.662802202805111,0.337198,0.662792986566955,-0.033721
338.3383,0.661801586928259,0.338198,0.661792343340117,-0.033821
339.3393,0.660800970823967,0.339199,0.660791699885821,-0.033921
